mood,name,album,artist,id,release_date,popularity,length,danceability,acousticness,energy,instrumentalness,liveness,valence,loudness,speechiness,tempo,key,time_signature
Sad,Truth,Truth,Lorenzo Doryon,3MwhHZbc7iOAJS2F8wBzSD,2022-04-08,55,179156,0.801,0.216,0.693,1.33e-06,0.134,0.563,-6.493,0.051,108.037,0,4
Sad,River Of Tears,Know-It-All (Deluxe),Alessia Cara,5NRl32BO29q8xtWFvOlHZE,2015-11-13,28,254506,0.388,0.928,0.372,0.0,0.146,0.285,-5.72,0.0468,89.701,6,4
Sad,One Day,One Day,Tate McRae,27r2uANqwK7XbsiAZnzf9e,2017-12-24,52,202496,0.52,0.922,0.119,0.0,0.0883,0.355,-12.148,0.0407,69.217,0,4
Sad,Like I'm Gonna Lose You (feat. John Legend),Title (Deluxe),Meghan Trainor,2YlZnw2ikdb837oKMKjBkW,2015-01-09,78,225053,0.63,0.4,0.53,0.0,0.177,0.417,-7.259,0.0434,108.038,0,3
Sad,Kiss Me,+,Ed Sheeran,0Tel1fmuCxEFV6wBLXsEdk,2011-09-09,70,280853,0.589,0.64,0.227,0.00469,0.0248,0.182,-16.67,0.0498,74.993,2,4
Sad,Adore You,Bangerz (Deluxe Version),Miley Cyrus,5AnCLGg35ziFOloEnXK4uu,2013-10-04,70,278746,0.583,0.111,0.655,3.57e-06,0.113,0.201,-5.407,0.0315,119.759,0,4
Sad,Naked,Naked,James Arthur,7krbSH3rd8lhIZvuzTV3Bl,2017-11-24,69,234106,0.529,0.104,0.607,0.0,0.0631,0.238,-6.781,0.0574,101.966,6,4
Sad,BTBT,BTBT,B.I,7nthiiDfS9WHNHDMwmAz98,2022-05-13,80,219549,0.766,0.334,0.663,0.0,0.117,0.509,-6.932,0.175,109.967,9,4
Sad,Without Me,Without Me,Halsey,5p7ujcrUXASCNwRaWNHR1C,2018-10-04,79,201660,0.752,0.297,0.488,9.11e-06,0.0936,0.533,-7.05,0.0705,136.041,6,4
Sad,Lay Me Down,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,64GRDrL1efgXclrhVCeuA0,2015-11-06,73,219535,0.468,0.919,0.19,0.0,0.107,0.326,-11.138,0.0373,125.319,4,4
Sad,Photograph,x (Wembley Edition),Ed Sheeran,6fxVffaTuwjgEk5h9QyRjy,2013,65,258986,0.614,0.607,0.379,0.000464,0.0986,0.201,-10.48,0.0476,107.989,4,4
Sad,Let Me Down Slowly,Narrated For You,Alec Benjamin,2qxmye6gAegTMjLKEBoR3d,2018-11-16,84,169353,0.652,0.74,0.557,0.0,0.124,0.483,-5.714,0.0318,150.073,1,4
Sad,idontwannabeyouanymore,dont smile at me,Billie Eilish,41zXlQxzTi6cGAjpOXyLYH,2017-12-22,80,203569,0.483,0.737,0.412,0.0,0.116,0.247,-8.461,0.0402,170.163,7,3
Sad,Apologize,Dreaming Out Loud,OneRepublic,1NrJYpdAi7uosDRPmSYrsG,2007-01-01,69,208106,0.593,0.363,0.74,2.22e-05,0.102,0.502,-6.12,0.0339,118.008,8,4
Sad,Good Day,Good Day,Jonmosslol,7HsFsPrJ2LApP7TNKn2L1i,2022-06-10,48,159272,0.783,0.00886,0.618,1.35e-05,0.626,0.927,-8.014,0.129,110.016,6,4
Sad,ocean eyes,Ocean Eyes,Billie Eilish,2uIX8YMNjGMD7441kqyyNU,2016-11-18,67,200560,0.475,0.819,0.37,0.0577,0.0841,0.157,-7.725,0.0361,144.828,4,4
Sad,Thinking out Loud,x (Deluxe Edition),Ed Sheeran,34gCuhDGsG4bRPIf9bb02f,2014-06-21,83,281560,0.781,0.474,0.445,0.0,0.184,0.591,-6.061,0.0295,78.998,2,4
Sad,Break My Heart Again,Break My Heart Again,FINNEAS,2is19a6HY7ZdWP654IMhEE,2018-02-09,64,238012,0.402,0.907,0.151,0.0,0.0941,0.483,-14.227,0.0395,144.293,4,4
Sad,Listen To Your Heart,Look Sharp!,Roxette,1qIKynV6YQZgocodkPdCy7,1988-10-19,57,328093,0.539,0.108,0.583,0.0,0.111,0.337,-4.935,0.0275,86.063,1,4
Sad,Malibu Nights,Malibu Nights,LANY,0Eqg0CQ7bK3RQIMPw1A7pl,2018-10-05,75,286928,0.559,0.701,0.422,1.99e-06,0.0853,0.191,-11.89,0.195,74.002,11,4
Sad,She Will Be Loved - Acoustic,1.22.03 Acoustic,Maroon 5,2sLS4tVaEoMYrNS67PVz0V,2004,67,276786,0.618,0.496,0.504,4.73e-06,0.698,0.58,-9.328,0.0319,98.12,11,4
Sad,Just Another Late Night,Just Another Late Night,Charlie Rogers,4CMpMSzsk6sNuq1KT34z0x,2022-06-24,44,179489,0.669,0.169,0.689,0.0,0.122,0.457,-5.721,0.0446,99.942,0,4
Sad,Something's Gotta Give,Camila,Camila Cabello,7IL3UOlcJ6nmcCMwpnlfcA,2018-01-12,62,236360,0.545,0.367,0.458,0.0,0.118,0.164,-4.6,0.0279,79.943,5,4
Sad,Stay,beerbongs & bentleys,Post Malone,4H7WNRErSbONkM06blBoGc,2018-04-27,75,204426,0.507,0.449,0.48,0.0,0.147,0.35,-5.418,0.0266,86.046,5,4
Sad,Hurt,Back To Basics,Christina Aguilera,6gDXbcILAyBa2skSdbUYq7,2006-08-14,65,243373,0.327,0.775,0.295,0.0,0.107,0.143,-6.907,0.0313,148.574,4,4
Sad,Love Me Like You Do,Fifty Shades Freed (Original Motion Picture Soundtrack),Various Artists,0Cy7wt6IlRfBPHXXjmZbcP,2018-02-09,79,253520,0.489,0.27,0.597,0.0,0.105,0.324,-6.633,0.0292,95.012,5,4
Sad,when the party's over,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?",Billie Eilish,43zdsphuZLzwA9k4DJhU0I,2019-03-29,82,196077,0.367,0.978,0.111,3.97e-05,0.0897,0.198,-14.084,0.0972,82.642,4,4
Sad,I Can't Fall in Love Without You,So Good,Zara Larsson,4VPXFi4vFTtS9wHe6oMQaT,2017-03-17,66,180640,0.485,0.784,0.332,0.000122,0.146,0.273,-9.244,0.0338,130.813,4,4
Sad,I Hope,I Hope,Tayler Holder,4WRAJha1hu2dLMXGk3Xgox,2022-06-09,50,138218,0.608,0.539,0.477,1.51e-06,0.0962,0.492,-9.396,0.0502,114.01,8,4
Sad,Don't Forget About Me,XIII,CLOVES,4gVZhkcsZcwQ4mU1gEeXEO,2015-11-20,60,268853,0.494,0.822,0.243,0.00225,0.147,0.0722,-9.083,0.0316,126.063,5,4
Sad,Perfect,÷ (Deluxe),Ed Sheeran,0tgVpDi06FyKpA1z0VMD4v,2017-03-03,86,263400,0.599,0.163,0.448,0.0,0.106,0.168,-6.312,0.0232,95.05,8,3
Sad,Young And Beautiful,Young And Beautiful,Lana Del Rey,2nMeu6UenVvwUktBCpLMK9,2013-01-01,80,236053,0.324,0.262,0.416,3.69e-05,0.11,0.151,-8.92,0.0368,113.986,11,4
Sad,A Drop In The Ocean,The Bedroom Demos,Ron Pope,5JDcQAztvZTIkrWoZihgvC,2008-05-04,69,220239,0.447,0.785,0.393,0.0,0.28,0.564,-8.65,0.038,73.139,5,3
Sad,I Won't Give Up,Love Is a Four Letter Word (Deluxe Edition),Jason Mraz,53QF56cjZA9RTuuMZDrSA6,2012-04-13,71,240165,0.483,0.694,0.303,0.0,0.115,0.139,-10.058,0.0429,133.406,4,3
Sad,Life Is Worth Living,Purpose (Deluxe),Justin Bieber,4yWCzA44dQyp0SoeM81bUb,2015-11-13,60,234786,0.558,0.907,0.296,0.0,0.108,0.463,-9.18,0.0427,76.04,10,4
Sad,You Are For Me,You Are For Me,Tiggi Hawke,3yJoI2Jcg5YAQd6ajWwTbi,2021-11-12,51,206065,0.543,0.101,0.745,1.04e-05,0.107,0.494,-5.294,0.138,179.964,0,4
Sad,All I Want,In A Perfect World (Expanded Edition),Kodaline,0NlGoUyOJSuSHmngoibVAs,2013-06-17,82,305746,0.188,0.174,0.411,0.153,0.0843,0.159,-9.733,0.0484,187.376,0,3
Sad,You Are The Reason,Only Human (Deluxe),Calum Scott,69vToJ9BMbbLlFZo7k7A7B,2018-03-09,81,204326,0.329,0.918,0.235,0.0,0.137,0.22,-7.699,0.0303,171.006,10,3
Sad,Big Girls Don't Cry (Personal),The Dutchess,Fergie,3Q4WeJmzxuDpzMu9QjQqbM,2006-09-13,54,268120,0.708,0.205,0.641,0.0,0.0945,0.253,-4.296,0.0335,113.082,7,4
Sad,I Fall Apart,Stoney (Deluxe),Post Malone,75ZvA4QfFiZvzhj2xkaWAh,2016-12-09,80,223346,0.556,0.0689,0.538,0.0,0.196,0.291,-5.408,0.0382,143.95,8,4
Sad,Begin Again,Red,Taylor Swift,0L4YCNRfXAoTvdpWeH2RGj,2012-10-22,57,237613,0.53,0.199,0.526,3.52e-06,0.232,0.323,-8.349,0.0263,79.025,7,4
Sad,When You Love Someone,Chapters,James TW,0TXNKTzawI6VgLoA9UauRp,2019-04-26,74,216560,0.681,0.263,0.453,0.0,0.0543,0.348,-6.09,0.0278,125.772,7,4
Sad,Energy,Energy,LZ7,055CR8wJVRrYWi6fiEpf4H,2022-07-01,22,168966,0.678,0.0554,0.759,0.0,0.141,0.884,-6.838,0.112,128.025,10,4
Sad,Shot Down,American Teen,Khalid,1Ob94QesoxHSBrypyBbdfd,2017-04-27,63,207106,0.767,0.893,0.512,0.000223,0.103,0.489,-6.777,0.0591,123.921,6,4
Sad,Lose You To Love Me,Rare,Selena Gomez,4l0Mvzj72xxOpRrp6h8nHi,2020-01-10,81,206458,0.488,0.556,0.343,0.0,0.21,0.0978,-8.985,0.0436,102.819,4,4
Sad,Slide Away,Slide Away,Miley Cyrus,44ADyYoY5liaRa3EOAl4uf,2019-08-16,70,233654,0.53,0.17,0.538,2.83e-06,0.248,0.288,-6.672,0.0335,148.051,5,4
Sad,Bad Intentions,The Bedroom Tour Playlist,Niykee Heaton,5W3UniuRMkHHIpaiQo1hAW,2016-03-18,65,245722,0.747,0.26,0.716,0.0,0.0907,0.487,-5.071,0.0798,123.979,11,4
Sad,Die For You,The Highlights,The Weeknd,2bk3kDxxFLHafZDuw06Fxs,2021-02-05,62,260255,0.602,0.11,0.528,0.0,0.157,0.455,-7.152,0.0556,133.851,1,4
Sad,Lover,Lover,Taylor Swift,1dGr1c8CrMLDpV6mPbImSI,2019-08-23,84,221306,0.359,0.492,0.543,1.58e-05,0.118,0.453,-7.582,0.0919,68.534,7,4
Sad,Frunk,Sincerely Me,Joey Melrose,3HfUA8TXknZa5zKDuXSdM6,2022-05-11,45,132747,0.639,0.0802,0.567,0.0,0.173,0.536,-5.665,0.0744,159.946,7,4
Sad,I Hate This Part,Doll Domination (Deluxe),The Pussycat Dolls,3tSuRiNgJmMqmYR23dCqnR,2008-09-23,65,218400,0.756,0.0659,0.612,0.0,0.274,0.452,-4.371,0.0317,111.572,5,4
Sad,Heaven,BEYONCÉ [Platinum Edition],Beyoncé,0fYwfZcgijhIOyXn0RVPwq,2014-11-24,54,230893,0.346,0.573,0.188,0.0166,0.108,0.0388,-12.688,0.0327,103.265,6,4
Sad,Heartbreaker,Journals,Justin Bieber,21pCToQdqcPi879auxjxKe,2014-05-13,51,262840,0.572,0.156,0.503,0.0,0.346,0.553,-7.334,0.0858,103.215,6,4
Sad,Unsteady,VHS,X Ambassadors,7lGKEWMXVWWTt3X71Bv44I,2015-06-30,74,193546,0.389,0.178,0.665,0.000732,0.116,0.199,-6.169,0.0644,117.055,0,4
Sad,Little Do You Know,It's About Us,Alex & Sierra,1almCHdsfikRPfVB9VrEdT,2014-10-06,77,185200,0.5,0.746,0.292,0.0,0.188,0.37,-8.554,0.0323,145.879,0,4
Sad,I Miss You (feat. Julia Michaels),What Is Love? (Deluxe Edition),Clean Bandit,0Ult84lvFuqNvbyXwyRQ58,2018-11-30,71,205986,0.693,0.299,0.624,7.64e-06,0.0955,0.369,-7.482,0.0448,105.002,0,4
Sad,Dream Away the Lonely,Dream Away the Lonely,"Love, Lies and Fiction",6qIzePCNcK9eR0o2N5AWGT,2021-01-15,33,204320,0.486,0.0681,0.582,0.0,0.106,0.474,-8.555,0.04,142.301,5,4
Sad,Stitches,Handwritten (Deluxe),Shawn Mendes,1WP1r7fuvRqZRnUaTi2I1Q,2015-04-13,3,206880,0.746,0.0152,0.754,0.0,0.0486,0.764,-6.681,0.067,149.882,1,4
Sad,Say Something,Is There Anybody Out There?,A Great Big World,6Vc5wAMmXdKIAM7WUoEb7N,2014-01-20,75,229400,0.407,0.857,0.147,2.89e-06,0.0913,0.0765,-8.822,0.0355,141.284,2,3
Sad,Love Me or Leave Me,Get Weird (Expanded Edition),Little Mix,1n73Qe6oEprLsUNHXET2pb,2015-11-06,73,206493,0.437,0.566,0.351,0.0,0.0888,0.383,-6.823,0.0313,68.659,6,4
Sad,Hello,25,Adele,62PaSfnXSMyLshYJrlTuL3,2015-11-20,73,295502,0.578,0.33,0.43,0.0,0.0854,0.288,-6.134,0.0305,78.991,5,4
Sad,Jocelyn Flores,17,XXXTENTACION,7m9OqQk4RVRkw9JJdeAw96,2017-08-25,85,119133,0.872,0.469,0.391,4.13e-06,0.297,0.437,-9.144,0.242,134.021,0,4
Sad,Let Her Go,All the Little Lights (Deluxe Version),Passenger,0JmiBCpWc1IAc0et7Xm7FL,2013-02-17,61,252733,0.479,0.365,0.545,0.0,0.0963,0.243,-7.346,0.0688,74.897,7,4
Sad,Pressure,Pressure,Baker Grace,7hPhpgXxilsTztAP0dEXRq,2022-05-11,31,175777,0.842,0.372,0.64,0.000447,0.111,0.943,-7.17,0.0313,106.013,3,4
Sad,The Fault in Our Stars,The Fault in Our Stars,Troye Sivan,6LteLVcW0oWLjuW6nePyWb,2013-05-05,62,187194,0.481,0.613,0.179,2.84e-05,0.145,0.405,-21.424,0.109,74.85,3,4
Sad,Say You Won't Let Go,Back from the Edge,James Arthur,5uCax9HTNlzGybIStD3vDh,2016-10-28,84,211466,0.358,0.695,0.557,0.0,0.0902,0.494,-7.398,0.059,85.043,10,4
Sad,you broke me first,you broke me first,Tate McRae,45bE4HXI0AwGZXfZtMp8JR,2020-04-17,84,169265,0.667,0.785,0.373,0.0,0.0906,0.0823,-9.389,0.05,124.148,4,4
Sad,When We Were Young,25,Adele,7GgWAITsYJaRM3r50rfh5w,2015-11-20,75,290900,0.376,0.303,0.595,0.0,0.095,0.265,-5.936,0.0496,144.361,3,4
Sad,Better in Time,Spirit,Leona Lewis,2iXBZ32Fz5VDCLeE0JIdX5,2007,67,234173,0.584,0.512,0.7,2.43e-05,0.13,0.549,-4.251,0.0506,163.953,6,4
Sad,Too Good At Goodbyes - Edit,Too Good At Goodbyes,Sam Smith,0mel2N9Ws9r4yLQn5QE21Y,2017-09-08,0,201000,0.653,0.658,0.378,0.0,0.177,0.54,-8.273,0.0533,91.835,5,4
Sad,Lie,Lie,Skye Holland,2uXUFsKXKJM3SVT5k5ReA9,2022-05-20,45,179125,0.685,0.259,0.682,0.0,0.149,0.689,-5.26,0.056,119.912,11,4
Sad,Breakeven,The Script,The Script,38xWaVFKaxZlMFvzNff2aW,2008-09-08,69,261426,0.627,0.174,0.699,0.0,0.0789,0.535,-4.504,0.0244,94.003,10,4
Sad,Bruises,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,4Of7rzpRpV1mWRbhp5rAqG,2019-05-17,80,220492,0.736,0.946,0.308,0.0,0.186,0.361,-7.83,0.0677,111.202,4,4
Sad,Purpose,Purpose (Deluxe),Justin Bieber,2IjyFRCRn8x1bEquOM3vxg,2015-11-13,67,210160,0.481,0.9,0.285,0.0,0.123,0.316,-10.848,0.0424,130.029,0,4
Sad,If I Were a Boy,I AM...SASHA FIERCE,Beyoncé,2jppsxdHlNHz9eK0QyYlTq,2008-11-17,53,249146,0.632,0.107,0.518,0.0,0.354,0.427,-6.126,0.0313,90.007,6,4
Sad,I'm Not The Only One,In The Lonely Hour,Sam Smith,7795WJLVKJoAyVoOtCWqXN,2014-05-26,82,239316,0.677,0.529,0.485,2.04e-05,0.0766,0.493,-5.795,0.0361,82.001,5,4
Sad,Not About Angels,Not About Angels,Birdy,5sF7hdYvhrcgNq8NZjfK8L,2014-04-13,71,189475,0.405,0.964,0.111,4.37e-05,0.0872,0.219,-11.879,0.0369,116.86,0,4
Sad,Stand By You,Stand By You,"Love, Lies and Fiction",0K5pDj6R79zOT9O3Vr6kA3,2022-06-10,35,239279,0.522,0.00916,0.614,0.0,0.117,0.246,-6.502,0.0263,133.967,4,4
Sad,So Sick,In My Own Words,Ne-Yo,6brl7bwOHmGFkNw3MBqssT,2006-01-01,77,207186,0.452,0.246,0.574,0.0,0.189,0.58,-8.336,0.31,92.791,6,4
Sad,Broken-Hearted Girl,I AM...SASHA FIERCE,Beyoncé,31acMiV67UgKn1ScFChFxo,2008-11-14,57,277626,0.336,0.503,0.424,0.0,0.273,0.159,-7.203,0.0353,82.149,5,4
Sad,Little Things,Take Me Home (Expanded Edition),One Direction,0TAmnCzOtqRfvA38DDLTjj,2012-11-12,76,219040,0.709,0.811,0.22,0.0,0.175,0.53,-11.856,0.0327,110.076,7,4
Sad,Unfaithful,A Girl Like Me,Rihanna,13xxBnXOuiBxVxJI458B0i,2006-04-10,71,226973,0.588,0.839,0.391,0.0,0.227,0.349,-8.607,0.0334,144.069,0,4
Sad,Can't Help Falling in Love,Better,Haley Reinhart,6yIHGmQLJxWAUZ1ZkENemN,2016-04-29,75,173174,0.41,0.947,0.0485,0.0,0.108,0.247,-13.918,0.038,137.97,0,4
Sad,Close To You,ANTI (Deluxe),Rihanna,6D2tzc8kRnZb7P1lNwMBLH,2016-01-28,63,223213,0.494,0.895,0.17,0.0,0.139,0.145,-11.368,0.0337,80.098,10,4
Sad,Higher,Higher,Eveta,1QbXSFBiIolhqmgaP7bVm8,2020-07-17,48,213942,0.593,0.052,0.699,0.0,0.524,0.232,-5.674,0.0405,87.543,5,4
Sad,The Best You Had,"The Sun Will Come up, The Seasons Will Change",Nina Nesbitt,3i0VfLdOUCks9DmAht65XI,2019-02-01,61,176853,0.69,0.358,0.582,0.0,0.0776,0.448,-6.259,0.0333,122.02,5,4
Sad,Consequences,Camila,Camila Cabello,7sTtHHrD0zDpmzQzH3zegz,2018-01-12,68,178466,0.455,0.889,0.292,0.0,0.106,0.43,-6.792,0.0563,84.339,0,5
Sad,September Song - Guitar Acoustic,Raised Under Grey Skies (Deluxe),JP Cooper,7bMkcxifc4EjIQKw49EC7h,2017-10-06,68,212152,0.593,0.355,0.394,0.0,0.121,0.543,-8.946,0.029,94.909,0,4
Sad,Don't Let Me Down,Covers,Conor Maynard,4ks6j7JsfJorc1tb4THJo8,2016-08-05,60,164129,0.446,0.913,0.37,0.0,0.126,0.209,-8.447,0.0464,108.58,9,3
Sad,Halo,I AM...SASHA FIERCE,Beyoncé,4JehYebiI9JE8sR8MisGVb,2008-11-17,75,261640,0.508,0.272,0.72,0.0,0.0563,0.472,-5.908,0.0628,79.983,11,4
Sad,You're Beautiful,Back to Bedlam,James Blunt,0vg4WnUWvze6pBOJDTq99k,2005-08-08,76,209493,0.675,0.633,0.479,1.76e-05,0.088,0.454,-9.87,0.0278,81.998,0,4
Sad,Serve,Serve,Eveta,73zOpqB56HyD2VpwAKe4oa,2020-08-21,47,142968,0.805,0.00446,0.883,0.00458,0.0973,0.696,-4.869,0.064,128.032,6,4
Sad,Slow Dancing in a Burning Room,Continuum,John Mayer,2jdAk8ATWIL3dwT47XpRfu,2006-09-11,74,242000,0.667,0.575,0.361,0.00506,0.0805,0.29,-8.69,0.0273,134.018,1,5
Sad,Lost Without You,Freya Ridings,Freya Ridings,3cWI6Hj9LQ0MfMuhw9uSMc,2019-07-19,69,225853,0.386,0.932,0.136,0.0,0.0653,0.0976,-9.267,0.0458,67.016,6,3
Sad,Take Me to Church,Hozier,Hozier,0aOluBqXYd0rFSCsgDyAWX,2014-10-07,62,241693,0.575,0.637,0.664,0.0,0.116,0.437,-5.303,0.0481,129.07,4,4
Sad,Don't Watch Me Cry,Lost & Found,Jorja Smith,202lm9YX5WmAac83tOGlVn,2018-06-08,62,190429,0.559,0.887,0.157,0.0,0.107,0.348,-10.132,0.0414,130.877,1,4
Sad,Hello,25,Adele,4aebBr4JAihzJQR0CiIZJv,2015-11-20,2,295502,0.47,0.329,0.431,0.0,0.0854,0.289,-6.129,0.0342,157.98,5,4
Sad,Love Yourself,Purpose (Deluxe),Justin Bieber,50kpGaPAhYJ3sGmk6vplg0,2015-11-13,84,233720,0.609,0.835,0.378,0.0,0.28,0.515,-9.828,0.438,100.418,4,4
Sad,Dance,Mixed Feelings,LuQa,4MhQgl4oxNwmU4CYgWqBqn,2022-06-17,25,234147,0.811,0.0405,0.744,0.0,0.294,0.962,-5.527,0.0466,123.061,2,4
Sad,Half a Heart,Midnight Memories (Deluxe),One Direction,6nIE1oCE4udqMGv3bqVNVb,2013-11-25,67,188546,0.515,0.286,0.714,0.0,0.118,0.495,-4.516,0.0348,155.954,0,4
Sad,Get You The Moon (feat. Snøw),Get You The Moon (feat. Snøw),Kina,4ZLzoOkj0MPWrTLvooIuaa,2018-10-08,80,179080,0.498,0.72,0.235,0.0,0.144,0.0895,-16.541,0.188,118.917,1,4
Sad,The Letter,You Should Be Here,Kehlani,3rGew9pmFEmGD9nZ12F1tN,2015-04-28,47,232169,0.448,0.855,0.241,0.0,0.124,0.131,-8.643,0.0328,131.259,10,4
Sad,Love Someone,Love Someone,Lukas Graham,2JqnpexlO9dmvjUMCaLCLJ,2018-09-07,67,205463,0.55,0.161,0.415,0.0,0.108,0.274,-6.557,0.052,172.065,9,4
Sad,When We Were Young,25,Adele,0cj2joJcY6b4XSRfj2eZOl,2015-11-20,2,290900,0.377,0.303,0.595,0.0,0.095,0.264,-5.936,0.0489,144.464,3,4
